date,state,city,place_type,confirmed,deaths,is_last,estimated_population_2019,city_ibge_code,confirmed_per_100k_inhabitants,death_rate
2020-06-27,AC,Acrelândia,city,192,3,True,15256,1200013,1258.52124,0.0156
2020-06-27,AC,Assis Brasil,city,171,5,True,7417,1200054,2305.51436,0.0292
2020-06-27,AC,Brasiléia,city,320,6,True,26278,1200104,1217.74869,0.0187
2020-06-27,AC,Bujari,city,169,3,True,10266,1200138,1646.21079,0.0178
2020-06-27,AC,Capixaba,city,140,5,True,11733,1200179,1193.21572,0.0357
2020-06-27,AC,Cruzeiro do Sul,city,2020,33,True,88376,1200203,2285.68842,0.0163
2020-06-27,AC,Epitaciolândia,city,148,6,True,18411,1200252,803.86725,0.0405
2020-06-27,AC,Feijó,city,220,5,True,34780,1200302,632.54744,0.0227
2020-06-27,AC,Jordão,city,35,0,True,8317,1200328,420.82482,0.0
2020-06-27,AC,Mâncio Lima,city,136,3,True,18977,1200336,716.65701,0.0221
2020-06-27,AC,Manoel Urbano,city,49,0,True,9459,1200344,518.02516,0.0
2020-06-27,AC,Marechal Thaumaturgo,city,149,1,True,18867,1200351,789.7387,0.0067
2020-06-27,AC,Plácido de Castro,city,276,6,True,19761,1200385,1396.69045,0.0217
2020-06-27,AC,Porto Acre,city,253,6,True,18504,1200807,1367.27194,0.0237
2020-06-27,AC,Porto Walter,city,51,0,True,11982,1200393,425.63846,0.0
2020-06-27,AC,Rio Branco,city,6647,249,True,407319,1200401,1631.89048,0.0375
2020-06-27,AC,Rodrigues Alves,city,95,4,True,18930,1200427,501.84892,0.0421
2020-06-27,AC,Santa Rosa do Purus,city,149,1,True,6540,1200435,2278.28746,0.0067
2020-06-27,AC,Senador Guiomard,city,249,6,True,23024,1200450,1081.48019,0.0241
2020-06-27,AC,Sena Madureira,city,577,3,True,45848,1200500,1258.50637,0.0052
2020-06-27,AC,Tarauacá,city,647,3,True,42567,1200609,1519.95677,0.0046
2020-06-27,AC,Xapuri,city,220,3,True,19323,1200708,1138.53956,0.0136
2020-06-27,AL,Água Branca,city,24,0,True,20196,2700102,118.83541,0.0
2020-06-27,AL,Anadia,city,175,1,True,17545,2700201,997.43517,0.0057
2020-06-27,AL,Arapiraca,city,2437,31,True,231747,2700300,1051.5778,0.0127
2020-06-27,AL,Atalaia,city,413,7,True,47185,2700409,875.27816,0.0169
2020-06-27,AL,Barra de Santo Antônio,city,83,5,True,15932,2700508,520.9641,0.0602
2020-06-27,AL,Barra de São Miguel,city,89,3,True,8322,2700607,1069.45446,0.0337
2020-06-27,AL,Batalha,city,169,3,True,18232,2700706,926.94164,0.0178
2020-06-27,AL,Belém,city,23,1,True,4344,2700805,529.46593,0.0435
2020-06-27,AL,Belo Monte,city,12,0,True,6704,2700904,178.99761,0.0
2020-06-27,AL,Boca da Mata,city,445,8,True,27281,2701001,1631.17188,0.018
2020-06-27,AL,Branquinha,city,69,1,True,10494,2701100,657.51858,0.0145
2020-06-27,AL,Cacimbinhas,city,37,2,True,10858,2701209,340.76257,0.0541
2020-06-27,AL,Cajueiro,city,115,5,True,21264,2701308,540.82017,0.0435
2020-06-27,AL,Campestre,city,39,3,True,6936,2701357,562.28374,0.0769
2020-06-27,AL,Campo Alegre,city,427,3,True,57063,2701407,748.29574,0.007
2020-06-27,AL,Campo Grande,city,56,1,True,9558,2701506,585.89663,0.0179
2020-06-27,AL,Canapi,city,10,1,True,17722,2701605,56.42704,0.1
2020-06-27,AL,Capela,city,311,1,True,17053,2701704,1823.72603,0.0032
2020-06-27,AL,Carneiros,city,24,0,True,9081,2701803,264.28807,0.0
2020-06-27,AL,Chã Preta,city,15,0,True,7311,2701902,205.17029,0.0
2020-06-27,AL,Coité do Nóia,city,47,0,True,10693,2702009,439.53989,0.0
2020-06-27,AL,Colônia Leopoldina,city,154,3,True,21698,2702108,709.74283,0.0195
2020-06-27,AL,Coqueiro Seco,city,121,5,True,5845,2702207,2070.14542,0.0413
2020-06-27,AL,Coruripe,city,625,16,True,56933,2702306,1097.7816,0.0256
2020-06-27,AL,Craíbas,city,206,1,True,24219,2702355,850.57187,0.0049
2020-06-27,AL,Delmiro Gouveia,city,201,5,True,52016,2702405,386.41956,0.0249
2020-06-27,AL,Dois Riachos,city,26,0,True,11075,2702504,234.76298,0.0
2020-06-27,AL,Estrela de Alagoas,city,27,0,True,18205,2702553,148.3109,0.0
2020-06-27,AL,Feira Grande,city,72,1,True,22166,2702603,324.8218,0.0139
2020-06-27,AL,Feliz Deserto,city,17,2,True,4754,2702702,357.59361,0.1176
2020-06-27,AL,Flexeiras,city,131,2,True,12790,2702801,1024.23769,0.0153
2020-06-27,AL,Girau do Ponciano,city,369,4,True,40917,2702900,901.82565,0.0108
2020-06-27,AL,Ibateguara,city,55,6,True,15616,2703007,352.20287,0.1091
2020-06-27,AL,Igaci,city,61,0,True,25631,2703106,237.99306,0.0
2020-06-27,AL,Igreja Nova,city,73,2,True,24499,2703205,297.97135,0.0274
2020-06-27,AL,Importados/Indefinidos,city,98,7,True,,,,0.0714
2020-06-27,AL,Inhapi,city,4,0,True,18385,2703304,21.75687,0.0
2020-06-27,AL,Jacaré dos Homens,city,8,0,True,5253,2703403,152.29393,0.0
2020-06-27,AL,Jacuípe,city,35,1,True,7021,2703502,498.50449,0.0286
2020-06-27,AL,Japaratinga,city,89,1,True,8361,2703601,1064.46597,0.0112
2020-06-27,AL,Jaramataia,city,13,0,True,5770,2703700,225.30329,0.0
2020-06-27,AL,Jequiá da Praia,city,245,4,True,11580,2703759,2115.71675,0.0163
2020-06-27,AL,Joaquim Gomes,city,121,7,True,23993,2703809,504.31376,0.0579
2020-06-27,AL,Jundiá,city,13,3,True,4155,2703908,312.87605,0.2308
2020-06-27,AL,Junqueiro,city,321,6,True,24727,2704005,1298.17608,0.0187
2020-06-27,AL,Lagoa da Canoa,city,109,3,True,17852,2704104,610.57585,0.0275
2020-06-27,AL,Limoeiro de Anadia,city,100,2,True,28635,2704203,349.22298,0.02
2020-06-27,AL,Maceió,city,14472,578,True,1018948,2704302,1420.28838,0.0399
2020-06-27,AL,Major Isidoro,city,159,2,True,19804,2704401,802.86811,0.0126
2020-06-27,AL,Maragogi,city,282,8,True,32704,2704500,862.27984,0.0284
2020-06-27,AL,Maravilha,city,19,2,True,9163,2704609,207.35567,0.1053
2020-06-27,AL,Marechal Deodoro,city,1238,14,True,51901,2704708,2385.31049,0.0113
2020-06-27,AL,Maribondo,city,142,6,True,13264,2704807,1070.56695,0.0423
2020-06-27,AL,Mar Vermelho,city,14,0,True,3514,2704906,398.40637,0.0
2020-06-27,AL,Mata Grande,city,7,0,True,25216,2705002,27.76015,0.0
2020-06-27,AL,Matriz de Camaragibe,city,372,9,True,24642,2705101,1509.61773,0.0242
2020-06-27,AL,Messias,city,177,7,True,17856,2705200,991.26344,0.0395
2020-06-27,AL,Minador do Negrão,city,6,0,True,5329,2705309,112.59148,0.0
2020-06-27,AL,Monteirópolis,city,27,0,True,7159,2705408,377.14765,0.0
2020-06-27,AL,Murici,city,241,8,True,28236,2705507,853.52033,0.0332
2020-06-27,AL,Novo Lino,city,84,2,True,12690,2705606,661.93853,0.0238
2020-06-27,AL,Olho d'Água das Flores,city,216,4,True,21688,2705705,995.94246,0.0185
2020-06-27,AL,Olho d'Água do Casado,city,6,0,True,9373,2705804,64.01366,0.0
2020-06-27,AL,Olho d'Água Grande,city,20,2,True,5123,2705903,390.39625,0.1
2020-06-27,AL,Olivença,city,29,0,True,11624,2706000,249.48383,0.0
2020-06-27,AL,Ouro Branco,city,57,2,True,11496,2706109,495.82463,0.0351
2020-06-27,AL,Palestina,city,58,1,True,5011,2706208,1157.4536,0.0172
2020-06-27,AL,Palmeira dos Índios,city,363,9,True,73218,2706307,495.77973,0.0248
2020-06-27,AL,Pão de Açúcar,city,171,1,True,24399,2706406,700.8484,0.0058
2020-06-27,AL,Pariconha,city,9,0,True,10533,2706422,85.44574,0.0
2020-06-27,AL,Paripueira,city,80,6,True,13176,2706448,607.16454,0.075
2020-06-27,AL,Passo de Camaragibe,city,177,4,True,15245,2706505,1161.03641,0.0226
2020-06-27,AL,Paulo Jacinto,city,111,4,True,7564,2706604,1467.47753,0.036
2020-06-27,AL,Penedo,city,156,4,True,63683,2706703,244.96333,0.0256
2020-06-27,AL,Piaçabuçu,city,194,4,True,17827,2706802,1088.23694,0.0206
2020-06-27,AL,Pilar,city,535,15,True,35111,2706901,1523.739,0.028
2020-06-27,AL,Pindoba,city,18,1,True,2908,2707008,618.98212,0.0556
2020-06-27,AL,Piranhas,city,27,2,True,25039,2707107,107.83178,0.0741
2020-06-27,AL,Poço das Trincheiras,city,16,3,True,14386,2707206,111.21924,0.1875
2020-06-27,AL,Porto Calvo,city,463,6,True,27165,2707305,1704.39904,0.013
2020-06-27,AL,Porto de Pedras,city,65,1,True,7786,2707404,834.83175,0.0154
2020-06-27,AL,Porto Real do Colégio,city,87,0,True,20066,2707503,433.56922,0.0
2020-06-27,AL,Quebrangulo,city,93,1,True,11294,2707602,823.44608,0.0108
2020-06-27,AL,Rio Largo,city,691,37,True,75120,2707701,919.86155,0.0535
2020-06-27,AL,Roteiro,city,57,1,True,6664,2707800,855.34214,0.0175
2020-06-27,AL,Santa Luzia do Norte,city,126,2,True,7296,2707909,1726.97368,0.0159
2020-06-27,AL,Santana do Ipanema,city,243,7,True,47654,2708006,509.92571,0.0288
2020-06-27,AL,Santana do Mundaú,city,48,3,True,10740,2708105,446.92737,0.0625
2020-06-27,AL,São Brás,city,40,0,True,6961,2708204,574.63008,0.0
2020-06-27,AL,São José da Laje,city,332,2,True,23927,2708303,1387.55381,0.006
2020-06-27,AL,São José da Tapera,city,95,2,True,32260,2708402,294.48233,0.0211
2020-06-27,AL,São Luís do Quitunde,city,378,11,True,34555,2708501,1093.90826,0.0291
2020-06-27,AL,São Miguel dos Campos,city,775,15,True,61251,2708600,1265.28546,0.0194
2020-06-27,AL,São Miguel dos Milagres,city,94,2,True,7951,2708709,1182.24123,0.0213
2020-06-27,AL,São Sebastião,city,406,2,True,34152,2708808,1188.803,0.0049
2020-06-27,AL,Satuba,city,312,16,True,13828,2708907,2256.29158,0.0513
2020-06-27,AL,Senador Rui Palmeira,city,24,1,True,13870,2708956,173.03533,0.0417
2020-06-27,AL,Tanque d'Arca,city,53,1,True,6162,2709004,860.11035,0.0189
2020-06-27,AL,Taquarana,city,127,1,True,19980,2709103,635.63564,0.0079
2020-06-27,AL,Teotônio Vilela,city,566,8,True,44169,2709152,1281.44174,0.0141
2020-06-27,AL,Traipu,city,67,0,True,27715,2709202,241.74635,0.0
2020-06-27,AL,União dos Palmares,city,455,17,True,65611,2709301,693.48128,0.0374
2020-06-27,AL,Viçosa,city,127,2,True,25733,2709400,493.52971,0.0157
2020-06-27,AM,Alvarães,city,926,13,True,16041,1300029,5772.70744,0.014
2020-06-27,AM,Amaturá,city,399,8,True,11536,1300060,3458.73786,0.0201
2020-06-27,AM,Anamã,city,279,0,True,13614,1300086,2049.36095,0.0
2020-06-27,AM,Anori,city,566,10,True,21010,1300102,2693.95526,0.0177
2020-06-27,AM,Apuí,city,40,0,True,21973,1300144,182.0416,0.0
2020-06-27,AM,Atalaia do Norte,city,485,2,True,19921,1300201,2434.61674,0.0041
2020-06-27,AM,Autazes,city,953,27,True,39565,1300300,2408.69455,0.0283
2020-06-27,AM,Barcelos,city,874,22,True,27502,1300409,3177.95069,0.0252
2020-06-27,AM,Barreirinha,city,598,7,True,32041,1300508,1866.35873,0.0117
2020-06-27,AM,Benjamin Constant,city,1457,27,True,42984,1300607,3389.63335,0.0185
2020-06-27,AM,Beruri,city,394,6,True,19679,1300631,2002.13425,0.0152
2020-06-27,AM,Boa Vista do Ramos,city,192,2,True,19207,1300680,999.63555,0.0104
2020-06-27,AM,Boca do Acre,city,624,10,True,34308,1300706,1818.81777,0.016
2020-06-27,AM,Borba,city,431,17,True,41161,1300805,1047.1077,0.0394
2020-06-27,AM,Caapiranga,city,146,4,True,13081,1300839,1116.12262,0.0274
2020-06-27,AM,Canutama,city,73,0,True,15629,1300904,467.08043,0.0
2020-06-27,AM,Carauari,city,486,6,True,28294,1301001,1717.67866,0.0123
2020-06-27,AM,Careiro,city,918,13,True,37869,1301100,2424.1464,0.0142
2020-06-27,AM,Careiro da Várzea,city,78,4,True,30225,1301159,258.06452,0.0513
2020-06-27,AM,Coari,city,3701,82,True,85097,1301209,4349.15449,0.0222
2020-06-27,AM,Codajás,city,140,3,True,28637,1301308,488.87802,0.0214
2020-06-27,AM,Eirunepé,city,433,0,True,35273,1301407,1227.56783,0.0
2020-06-27,AM,Fonte Boa,city,548,16,True,17609,1301605,3112.04498,0.0292
2020-06-27,AM,Guajará,city,374,1,True,16678,1301654,2242.47512,0.0027
2020-06-27,AM,Humaitá,city,658,9,True,55080,1301704,1194.626,0.0137
2020-06-27,AM,Ipixuna,city,4,0,True,29689,1301803,13.473,0.0
2020-06-27,AM,Iranduba,city,1217,39,True,48296,1301852,2519.87742,0.032
2020-06-27,AM,Itacoatiara,city,1450,53,True,101337,1301902,1430.86928,0.0366
2020-06-27,AM,Itamarati,city,288,2,True,7851,1301951,3668.32251,0.0069
2020-06-27,AM,Itapiranga,city,513,6,True,9148,1302009,5607.78312,0.0117
2020-06-27,AM,Japurá,city,256,1,True,2755,1302108,9292.19601,0.0039
2020-06-27,AM,Juruá,city,215,2,True,14712,1302207,1461.39206,0.0093
2020-06-27,AM,Jutaí,city,248,13,True,14317,1302306,1732.20647,0.0524
2020-06-27,AM,Lábrea,city,473,6,True,46069,1302405,1026.72079,0.0127
2020-06-27,AM,Manacapuru,city,3120,124,True,97377,1302504,3204.04202,0.0397
2020-06-27,AM,Manaquiri,city,240,12,True,32105,1302553,747.54711,0.05
2020-06-27,AM,Manaus,city,26842,1768,True,2182763,1302603,1229.72581,0.0659
2020-06-27,AM,Manicoré,city,202,4,True,55751,1302702,362.32534,0.0198
2020-06-27,AM,Maraã,city,199,3,True,18224,1302801,1091.96664,0.0151
2020-06-27,AM,Maués,city,946,31,True,63905,1302900,1480.32235,0.0328
2020-06-27,AM,Nhamundá,city,147,4,True,21173,1303007,694.28045,0.0272
2020-06-27,AM,Nova Olinda do Norte,city,432,19,True,37378,1303106,1155.76007,0.044
2020-06-27,AM,Novo Airão,city,211,6,True,19454,1303205,1084.60985,0.0284
2020-06-27,AM,Novo Aripuanã,city,410,9,True,25644,1303304,1598.81454,0.022
2020-06-27,AM,Parintins,city,2457,74,True,114273,1303403,2150.1142,0.0301
2020-06-27,AM,Pauini,city,284,3,True,19426,1303502,1461.9582,0.0106
2020-06-27,AM,Presidente Figueiredo,city,969,20,True,36279,1303536,2670.96667,0.0206
2020-06-27,AM,Rio Preto da Eva,city,645,13,True,33347,1303569,1934.20698,0.0202
2020-06-27,AM,Santa Isabel do Rio Negro,city,277,3,True,25156,1303601,1101.12896,0.0108
2020-06-27,AM,Santo Antônio do Içá,city,998,19,True,21602,1303700,4619.9426,0.019
2020-06-27,AM,São Gabriel da Cachoeira,city,2659,44,True,45564,1303809,5835.74752,0.0165
2020-06-27,AM,São Paulo de Olivença,city,635,18,True,39299,1303908,1615.8172,0.0283
2020-06-27,AM,São Sebastião do Uatumã,city,215,1,True,14020,1303957,1533.52354,0.0047
2020-06-27,AM,Silves,city,160,4,True,9171,1304005,1744.62981,0.025
2020-06-27,AM,Tabatinga,city,1401,74,True,65844,1304062,2127.75652,0.0528
2020-06-27,AM,Tapauá,city,677,3,True,17156,1304104,3946.14129,0.0044
2020-06-27,AM,Tefé,city,2772,79,True,59849,1304203,4631.65634,0.0285
2020-06-27,AM,Tonantins,city,447,14,True,18755,1304237,2383.36444,0.0313
2020-06-27,AM,Uarini,city,493,6,True,13540,1304260,3641.06352,0.0122
2020-06-27,AM,Urucará,city,358,4,True,16256,1304302,2202.26378,0.0112
2020-06-27,AM,Urucurituba,city,389,2,True,23065,1304401,1686.53804,0.0051
2020-06-27,AP,Amapá,city,320,4,True,9109,1600105,3513.00911,0.0125
2020-06-27,AP,Calçoene,city,487,2,True,11117,1600204,4380.67824,0.0041
2020-06-27,AP,Cutias,city,481,2,True,5983,1600212,8039.44509,0.0042
2020-06-27,AP,Ferreira Gomes,city,283,2,True,7780,1600238,3637.53213,0.0071
2020-06-27,AP,Itaubal,city,163,0,True,5503,1600253,2962.02072,0.0
2020-06-27,AP,Laranjal do Jari,city,2778,40,True,50410,1600279,5510.81135,0.0144
2020-06-27,AP,Macapá,city,12914,248,True,503327,1600303,2565.72765,0.0192
2020-06-27,AP,Mazagão,city,881,6,True,21632,1600402,4072.67012,0.0068
2020-06-27,AP,Oiapoque,city,1477,11,True,27270,1600501,5416.20829,0.0074
2020-06-27,AP,Pedra Branca do Amapari,city,1903,5,True,16502,1600154,11531.93552,0.0026
2020-06-27,AP,Porto Grande,city,728,5,True,21971,1600535,3313.45865,0.0069
2020-06-27,AP,Pracuúba,city,158,2,True,5120,1600550,3085.9375,0.0127
2020-06-27,AP,Santana,city,3687,63,True,121364,1600600,3037.96843,0.0171
2020-06-27,AP,Serra do Navio,city,391,4,True,5397,1600055,7244.76561,0.0102
2020-06-27,AP,Tartarugalzinho,city,372,2,True,17315,1600709,2148.42622,0.0054
2020-06-27,AP,Vitória do Jari,city,878,10,True,15931,1600808,5511.26734,0.0114
2020-06-27,BA,Abaíra,city,6,0,True,8739,2900108,68.65774,0.0
2020-06-27,BA,Abaré,city,2,0,True,20086,2900207,9.95718,0.0
2020-06-27,BA,Acajutiba,city,19,1,True,15159,2900306,125.33808,0.0526
2020-06-27,BA,Adustina,city,19,1,True,17040,2900355,111.50235,0.0526
2020-06-27,BA,Água Fria,city,29,1,True,16970,2900405,170.88981,0.0345
2020-06-27,BA,Aiquara,city,10,1,True,4446,2900603,224.92128,0.1
2020-06-27,BA,Alagoinhas,city,405,5,True,151596,2900702,267.15744,0.0123
2020-06-27,BA,Alcobaça,city,44,1,True,22470,2900801,195.81664,0.0227
2020-06-27,BA,Almadina,city,16,1,True,5464,2900900,292.82577,0.0625
2020-06-27,BA,Amargosa,city,31,1,True,37241,2901007,83.24159,0.0323
2020-06-27,BA,Amélia Rodrigues,city,78,0,True,25102,2901106,310.73221,0.0
2020-06-27,BA,América Dourada,city,13,0,True,16094,2901155,80.77544,0.0
2020-06-27,BA,Anagé,city,8,1,True,22005,2901205,36.35537,0.125
2020-06-27,BA,Andaraí,city,7,0,True,13143,2901304,53.26029,0.0
2020-06-27,BA,Andorinha,city,5,0,True,14595,2901353,34.25831,0.0
2020-06-27,BA,Angical,city,1,0,True,13977,2901403,7.15461,0.0
2020-06-27,BA,Anguera,city,27,0,True,11221,2901502,240.62027,0.0
2020-06-27,BA,Antas,city,4,0,True,19291,2901601,20.73506,0.0
2020-06-27,BA,Antônio Cardoso,city,9,0,True,11683,2901700,77.03501,0.0
2020-06-27,BA,Antônio Gonçalves,city,7,0,True,11798,2901809,59.33209,0.0
2020-06-27,BA,Aporá,city,36,1,True,17731,2901908,203.03423,0.0278
2020-06-27,BA,Apuarema,city,17,0,True,7330,2901957,231.9236,0.0
2020-06-27,BA,Araças,city,5,0,True,12177,2902054,41.06102,0.0
2020-06-27,BA,Aracatu,city,15,0,True,13135,2902005,114.19871,0.0
2020-06-27,BA,Araci,city,177,1,True,54379,2902104,325.4933,0.0056
2020-06-27,BA,Aramari,city,6,0,True,11397,2902203,52.64543,0.0
2020-06-27,BA,Arataca,city,2,0,True,11019,2902252,18.15047,0.0
2020-06-27,BA,Aratuípe,city,1,1,True,8825,2902302,11.33144,1.0
2020-06-27,BA,Aurelino Leal,city,81,1,True,11531,2902401,702.45425,0.0123
2020-06-27,BA,Baianópolis,city,3,0,True,13877,2902500,21.61851,0.0
2020-06-27,BA,Baixa Grande,city,3,0,True,20468,2902609,14.65703,0.0
2020-06-27,BA,Banzaê,city,17,0,True,13229,2902658,128.50556,0.0
2020-06-27,BA,Barra,city,21,0,True,53578,2902708,39.19519,0.0
2020-06-27,BA,Barra da Estiva,city,3,0,True,20598,2902807,14.56452,0.0
2020-06-27,BA,Barra do Choça,city,26,1,True,31603,2902906,82.27067,0.0385
2020-06-27,BA,Barra do Mendes,city,3,0,True,13865,2903003,21.63722,0.0
2020-06-27,BA,Barra do Rocha,city,5,0,True,5714,2903102,87.50438,0.0
2020-06-27,BA,Barreiras,city,319,5,True,155439,2903201,205.2252,0.0157
2020-06-27,BA,Barrocas,city,35,0,True,15978,2903276,219.0512,0.0
2020-06-27,BA,Barro Preto,city,22,0,True,5591,2903300,393.48954,0.0
2020-06-27,BA,Belmonte,city,59,1,True,23328,2903409,252.91495,0.0169
2020-06-27,BA,Belo Campo,city,0,0,True,17211,2903508,,0.0
2020-06-27,BA,Biritinga,city,1,0,True,15979,2903607,6.25821,0.0
2020-06-27,BA,Boa Nova,city,2,0,True,12633,2903706,15.83155,0.0
2020-06-27,BA,Boa Vista do Tupim,city,6,0,True,18576,2903805,32.29974,0.0
2020-06-27,BA,Bom Jesus da Lapa,city,53,0,True,69148,2903904,76.64719,0.0
2020-06-27,BA,Bom Jesus da Serra,city,11,0,True,9880,2903953,111.33603,0.0
2020-06-27,BA,Boninal,city,6,0,True,14368,2904001,41.75947,0.0
2020-06-27,BA,Bonito,city,0,0,True,16764,2904050,,0.0
2020-06-27,BA,Boquira,city,11,0,True,21508,2904100,51.14376,0.0
2020-06-27,BA,Botuporã,city,0,0,True,10211,2904209,,0.0
2020-06-27,BA,Brejões,city,11,0,True,14295,2904308,76.94998,0.0
2020-06-27,BA,Brotas de Macaúbas,city,1,0,True,10231,2904506,9.77422,0.0
2020-06-27,BA,Brumado,city,162,2,True,67195,2904605,241.08937,0.0123
2020-06-27,BA,Buerarema,city,63,5,True,18349,2904704,343.34296,0.0794
2020-06-27,BA,Buritirama,city,27,0,True,21174,2904753,127.51488,0.0
2020-06-27,BA,Caatiba,city,40,0,True,6758,2904803,591.89109,0.0
2020-06-27,BA,Cabaceiras do Paraguaçu,city,12,0,True,18807,2904852,63.80603,0.0
2020-06-27,BA,Cachoeira,city,50,1,True,33470,2904902,149.38751,0.02
2020-06-27,BA,Caculé,city,1,1,True,23170,2905008,4.31593,1.0
2020-06-27,BA,Caém,city,14,0,True,9213,2905107,151.95919,0.0
2020-06-27,BA,Caetanos,city,2,0,True,14542,2905156,13.75327,0.0
2020-06-27,BA,Caetité,city,38,0,True,50975,2905206,74.54635,0.0
2020-06-27,BA,Cafarnaum,city,2,0,True,18437,2905305,10.84775,0.0
2020-06-27,BA,Cairu,city,44,1,True,18176,2905404,242.07746,0.0227
2020-06-27,BA,Caldeirão Grande,city,29,1,True,13327,2905503,217.60336,0.0345
2020-06-27,BA,Camacan,city,276,7,True,31988,2905602,862.82356,0.0254
2020-06-27,BA,Camaçari,city,1250,22,True,299132,2905701,417.87572,0.0176
2020-06-27,BA,Camamu,city,50,2,True,35316,2905800,141.57889,0.04
2020-06-27,BA,Campo Alegre de Lourdes,city,34,1,True,28798,2905909,118.06375,0.0294
2020-06-27,BA,Campo Formoso,city,75,0,True,71206,2906006,105.3282,0.0
2020-06-27,BA,Canarana,city,21,0,True,26176,2906204,80.22616,0.0
2020-06-27,BA,Canavieiras,city,31,2,True,31099,2906303,99.68166,0.0645
2020-06-27,BA,Candeal,city,16,0,True,8258,2906402,193.75151,0.0
2020-06-27,BA,Candeias,city,621,15,True,87076,2906501,713.1701,0.0242
2020-06-27,BA,Candiba,city,12,0,True,14319,2906600,83.80473,0.0
2020-06-27,BA,Cândido Sales,city,76,2,True,25189,2906709,301.719,0.0263
2020-06-27,BA,Cansanção,city,35,2,True,34834,2906808,100.47655,0.0571
2020-06-27,BA,Canudos,city,12,1,True,16668,2906824,71.99424,0.0833
2020-06-27,BA,Capela do Alto Alegre,city,11,0,True,11637,2906857,94.52608,0.0
2020-06-27,BA,Capim Grosso,city,89,3,True,30662,2906873,290.26156,0.0337
2020-06-27,BA,Caraíbas,city,3,0,True,8951,2906899,33.51581,0.0
2020-06-27,BA,Caravelas,city,31,0,True,22016,2906907,140.80669,0.0
2020-06-27,BA,Cardeal da Silva,city,7,0,True,9295,2907004,75.30931,0.0
2020-06-27,BA,Carinhanha,city,2,0,True,29018,2907103,6.89227,0.0
2020-06-27,BA,Casa Nova,city,80,3,True,71969,2907202,111.15897,0.0375
2020-06-27,BA,Castro Alves,city,52,1,True,26264,2907301,197.98964,0.0192
2020-06-27,BA,Catolândia,city,1,0,True,3577,2907400,27.95639,0.0
2020-06-27,BA,Catu,city,246,2,True,54704,2907509,449.69289,0.0081
2020-06-27,BA,Central,city,0,0,True,17266,2907608,,0.0
2020-06-27,BA,Chorrochó,city,1,0,True,11177,2907707,8.94694,0.0
2020-06-27,BA,Cícero Dantas,city,22,1,True,32515,2907806,67.66108,0.0455
2020-06-27,BA,Cipó,city,17,0,True,17300,2907905,98.2659,0.0
2020-06-27,BA,Coaraci,city,64,3,True,16993,2908002,376.62567,0.0469
2020-06-27,BA,Cocos,city,7,0,True,18777,2908101,37.27965,0.0
2020-06-27,BA,Conceição da Feira,city,76,1,True,22581,2908200,336.56614,0.0132
2020-06-27,BA,Conceição do Almeida,city,26,0,True,17247,2908309,150.75086,0.0
2020-06-27,BA,Conceição do Coité,city,163,0,True,66612,2908408,244.70065,0.0
2020-06-27,BA,Conceição do Jacuípe,city,140,0,True,33153,2908507,422.28456,0.0
2020-06-27,BA,Conde,city,37,3,True,25837,2908606,143.20548,0.0811
2020-06-27,BA,Condeúba,city,24,0,True,17247,2908705,139.15464,0.0
2020-06-27,BA,Coração de Maria,city,46,0,True,22605,2908903,203.4948,0.0
2020-06-27,BA,Cordeiros,city,1,0,True,8614,2909000,11.60901,0.0
2020-06-27,BA,Coribe,city,2,0,True,14194,2909109,14.09046,0.0
2020-06-27,BA,Coronel João Sá,city,14,0,True,15895,2909208,88.07801,0.0
2020-06-27,BA,Correntina,city,5,0,True,32137,2909307,15.55839,0.0
2020-06-27,BA,Cravolândia,city,5,0,True,5349,2909505,93.47542,0.0
2020-06-27,BA,Crisópolis,city,7,0,True,21103,2909604,33.17064,0.0
2020-06-27,BA,Cristópolis,city,21,0,True,13910,2909703,150.97052,0.0
2020-06-27,BA,Cruz das Almas,city,81,2,True,63239,2909802,128.08552,0.0247
2020-06-27,BA,Curaçá,city,64,0,True,34700,2909901,184.43804,0.0
2020-06-27,BA,Dário Meira,city,20,1,True,10710,2910008,186.74136,0.05
2020-06-27,BA,Dias d'Ávila,city,323,8,True,81089,2910057,398.32776,0.0248
2020-06-27,BA,Dom Basílio,city,4,0,True,12199,2910107,32.78957,0.0
2020-06-27,BA,Dom Macedo Costa,city,4,0,True,4058,2910206,98.57072,0.0
2020-06-27,BA,Elísio Medrado,city,1,0,True,8122,2910305,12.31224,0.0
2020-06-27,BA,Encruzilhada,city,54,0,True,17006,2910404,317.53499,0.0
2020-06-27,BA,Entre Rios,city,66,0,True,41780,2910503,157.97032,0.0
2020-06-27,BA,Érico Cardoso,city,0,0,True,10610,2900504,,0.0
2020-06-27,BA,Esplanada,city,33,0,True,37237,2910602,88.62153,0.0
2020-06-27,BA,Euclides da Cunha,city,24,1,True,60585,2910701,39.61377,0.0417
2020-06-27,BA,Eunápolis,city,571,8,True,113380,2910727,503.61616,0.014
2020-06-27,BA,Fátima,city,13,0,True,17890,2910750,72.66629,0.0
2020-06-27,BA,Feira da Mata,city,4,0,True,5665,2910776,70.609,0.0
2020-06-27,BA,Feira de Santana,city,2935,45,True,614872,2910800,477.33512,0.0153
2020-06-27,BA,Filadélfia,city,56,1,True,16377,2910859,341.94297,0.0179
2020-06-27,BA,Firmino Alves,city,3,0,True,5617,2910909,53.40929,0.0
